"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.ID","Input.sentence_text","Input.answer","Input.framed_sentence","Answer.sentiment.label","Approve","Reject"
"3PCPFX4U427L8BRPYUSIKTY84J6FQJ","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Thu Dec 26 05:25:02 PST 2024","5","BatchId:5282507;OriginalHitTemplateId:928390909;","7200","259200","Thu Jan 02 05:25:02 PST 2025","","","3EFVCAY5L6QYTTBJLT751K1S6OSJ8A","AH0QEBHQJT9SR","Submitted","Thu Dec 26 06:05:16 PST 2024","Thu Dec 26 06:05:30 PST 2024","Sun Dec 29 06:05:30 PST 2024","","","","14","100% (229/229)","100% (200/200)","0% (0/0)","1208","My kids love it .","positive","My kids love it.. But it's way too expensive to maintain.","Negative"
"3PCPFX4U427L8BRPYUSIKTY84J6FQJ","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Thu Dec 26 05:25:02 PST 2024","5","BatchId:5282507;OriginalHitTemplateId:928390909;","7200","259200","Thu Jan 02 05:25:02 PST 2025","","","3X4MXAO0BJ5QHIQER1WKHRQ5YCZWR4","A2QMERLPIBQLCS","Submitted","Fri Dec 27 01:40:46 PST 2024","Fri Dec 27 01:40:57 PST 2024","Mon Dec 30 01:40:57 PST 2024","","","","11","100% (493/493)","100% (200/200)","0% (0/0)","1208","My kids love it .","positive","My kids love it.. But it's way too expensive to maintain.","Negative"
"3PCPFX4U427L8BRPYUSIKTY84J6FQJ","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Thu Dec 26 05:25:02 PST 2024","5","BatchId:5282507;OriginalHitTemplateId:928390909;","7200","259200","Thu Jan 02 05:25:02 PST 2025","","","3I7DHKZYGQHZ196L459HA2Z9BRL5F2","AD5UNXXKBIF3S","Submitted","Fri Dec 27 02:09:23 PST 2024","Fri Dec 27 02:09:32 PST 2024","Mon Dec 30 02:09:32 PST 2024","","","","9","100% (446/446)","100% (200/200)","0% (0/0)","1208","My kids love it .","positive","My kids love it.. But it's way too expensive to maintain.","Negative"
"3X52SWXE0ZMJPW31J11N4CVRV7VCW9","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Thu Dec 26 05:25:02 PST 2024","5","BatchId:5282507;OriginalHitTemplateId:928390909;","7200","259200","Thu Jan 02 05:25:02 PST 2025","","","3NAPMVF0ZZWUNJ8S4397O3JGTT127K","AH0QEBHQJT9SR","Submitted","Thu Dec 26 06:45:45 PST 2024","Thu Dec 26 06:46:01 PST 2024","Sun Dec 29 06:46:01 PST 2024","","","","16","100% (229/229)","100% (200/200)","0% (0/0)","2046","The bag is soft inside and provides great protection .","positive","The bag is soft inside and provides great protection. However, it's quite heavy to carry around.","Negative"
"3X52SWXE0ZMJPW31J11N4CVRV7VCW9","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Thu Dec 26 05:25:02 PST 2024","5","BatchId:5282507;OriginalHitTemplateId:928390909;","7200","259200","Thu Jan 02 05:25:02 PST 2025","","","3G5F9DBFOSE0DZC65MFUHL5L4UZHVI","A2QMERLPIBQLCS","Submitted","Fri Dec 27 01:04:28 PST 2024","Fri Dec 27 01:04:38 PST 2024","Mon Dec 30 01:04:38 PST 2024","","","","10","100% (493/493)","100% (200/200)","0% (0/0)","2046","The bag is soft inside and provides great protection .","positive","The bag is soft inside and provides great protection. However, it's quite heavy to carry around.","Positive"
"3X52SWXE0ZMJPW31J11N4CVRV7VCW9","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Thu Dec 26 05:25:02 PST 2024","5","BatchId:5282507;OriginalHitTemplateId:928390909;","7200","259200","Thu Jan 02 05:25:02 PST 2025","","","3VE8AYVF8PEIORPN23GKMM90DHM8F7","AD5UNXXKBIF3S","Submitted","Fri Dec 27 02:44:12 PST 2024","Fri Dec 27 02:44:23 PST 2024","Mon Dec 30 02:44:23 PST 2024","","","","11","100% (446/446)","100% (200/200)","0% (0/0)","2046","The bag is soft inside and provides great protection .","positive","The bag is soft inside and provides great protection. However, it's quite heavy to carry around.","Negative"
"33P2GD6NRP9JB4K0GFWLRSYCLSRKHU","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Thu Dec 26 05:25:02 PST 2024","5","BatchId:5282507;OriginalHitTemplateId:928390909;","7200","259200","Thu Jan 02 05:25:02 PST 2025","","","378XPAWRUFUGH6KS096JLASNJX3AIT","AH0QEBHQJT9SR","Submitted","Thu Dec 26 05:49:37 PST 2024","Thu Dec 26 05:49:49 PST 2024","Sun Dec 29 05:49:49 PST 2024","","","","12","100% (229/229)","100% (200/200)","0% (0/0)","1940","What I really like about these boots is that they are light , durable and they have the high support which provides great ankle support .","positive","What I really like about these boots is that they are light, durable and they have the high support which provides great ankle support. However, they are quite pricey for my budget.","Positive"
"33P2GD6NRP9JB4K0GFWLRSYCLSRKHU","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Thu Dec 26 05:25:02 PST 2024","5","BatchId:5282507;OriginalHitTemplateId:928390909;","7200","259200","Thu Jan 02 05:25:02 PST 2025","","","3Z9WI9EOZ25MXOIU6I1NFCU4OWSKHZ","AD5UNXXKBIF3S","Submitted","Fri Dec 27 00:52:08 PST 2024","Fri Dec 27 00:54:43 PST 2024","Mon Dec 30 00:54:43 PST 2024","","","","155","100% (446/446)","100% (200/200)","0% (0/0)","1940","What I really like about these boots is that they are light , durable and they have the high support which provides great ankle support .","positive","What I really like about these boots is that they are light, durable and they have the high support which provides great ankle support. However, they are quite pricey for my budget.","Positive"
"33P2GD6NRP9JB4K0GFWLRSYCLSRKHU","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Thu Dec 26 05:25:02 PST 2024","5","BatchId:5282507;OriginalHitTemplateId:928390909;","7200","259200","Thu Jan 02 05:25:02 PST 2025","","","3QFUFYSY91WH5Q2LQ0Q75ATVBVPF46","A2QMERLPIBQLCS","Submitted","Fri Dec 27 01:04:39 PST 2024","Fri Dec 27 01:04:51 PST 2024","Mon Dec 30 01:04:51 PST 2024","","","","12","100% (493/493)","100% (200/200)","0% (0/0)","1940","What I really like about these boots is that they are light , durable and they have the high support which provides great ankle support .","positive","What I really like about these boots is that they are light, durable and they have the high support which provides great ankle support. However, they are quite pricey for my budget.","Positive"
"3YKP7CX6G4WLPCAUXTXG1CQSKVM7BV","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Thu Dec 26 05:25:02 PST 2024","5","BatchId:5282507;OriginalHitTemplateId:928390909;","7200","259200","Thu Jan 02 05:25:02 PST 2025","","","3OB0CAO74K6HHT7BAX2EOK9FMBRHYH","AH0QEBHQJT9SR","Submitted","Thu Dec 26 05:46:47 PST 2024","Thu Dec 26 05:47:40 PST 2024","Sun Dec 29 05:47:40 PST 2024","","","","53","100% (229/229)","100% (200/200)","0% (0/0)","1411","This movie generates nothing , positive or negative .","negative","This movie generates nothing, positive or negative, nevertheless, it makes an interesting study on the effectiveness of its genre.","Negative"
