"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.ID","Input.sentence_text","Input.answer","Input.framed_sentence","Answer.sentiment.label","Approve","Reject"
"3XQ4XW3ODBTDKXUQ232GVAJKD2VS28","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Tue Dec 17 08:16:50 PST 2024","5","BatchId:5280528;OriginalHitTemplateId:928390909;","7200","259200","Tue Dec 24 08:16:50 PST 2024","","","3U088ZLJVNA2HO6FXOD5XVPIPFYW0Q","AH0QEBHQJT9SR","Submitted","Tue Dec 17 08:59:38 PST 2024","Tue Dec 17 08:59:55 PST 2024","Fri Dec 20 08:59:55 PST 2024","","","","17","100% (29/29)","0% (0/0)","0% (0/0)","709","I love this set of books .","positive","I love this set of books. However, they were quite expensive and strained my budget.","Positive"
"3XQ4XW3ODBTDKXUQ232GVAJKD2VS28","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Tue Dec 17 08:16:50 PST 2024","5","BatchId:5280528;OriginalHitTemplateId:928390909;","7200","259200","Tue Dec 24 08:16:50 PST 2024","","","3KAKFY4PGXJGXLL7RUR9Y2EHDHSI3A","A2QMERLPIBQLCS","Submitted","Wed Dec 18 20:53:25 PST 2024","Wed Dec 18 20:55:52 PST 2024","Sat Dec 21 20:55:52 PST 2024","","","","147","100% (293/293)","0% (0/0)","0% (0/0)","709","I love this set of books .","positive","I love this set of books. However, they were quite expensive and strained my budget.","Positive"
"3XQ4XW3ODBTDKXUQ232GVAJKD2VS28","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Tue Dec 17 08:16:50 PST 2024","5","BatchId:5280528;OriginalHitTemplateId:928390909;","7200","259200","Tue Dec 24 08:16:50 PST 2024","","","3IXQG4FA2WFSPFWH2T023SDQIJNB9G","A357NW88SQRG10","Submitted","Wed Dec 18 22:24:50 PST 2024","Wed Dec 18 22:35:32 PST 2024","Sat Dec 21 22:35:32 PST 2024","","","","642","100% (53/53)","0% (0/0)","0% (0/0)","709","I love this set of books .","positive","I love this set of books. However, they were quite expensive and strained my budget.","Positive"
"3XQ4XW3ODBTDKXUQ232GVAJKD2VS28","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Tue Dec 17 08:16:50 PST 2024","5","BatchId:5280528;OriginalHitTemplateId:928390909;","7200","259200","Tue Dec 24 08:16:50 PST 2024","","","3OLQQLKKNV6F2ULAYWT5TUXEHLEJEL","AD5UNXXKBIF3S","Submitted","Wed Dec 18 22:59:48 PST 2024","Wed Dec 18 23:00:21 PST 2024","Sat Dec 21 23:00:21 PST 2024","","","","33","100% (246/246)","0% (0/0)","0% (0/0)","709","I love this set of books .","positive","I love this set of books. However, they were quite expensive and strained my budget.","Positive"
"3XQ4XW3ODBTDKXUQ232GVAJKD2VS28","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Tue Dec 17 08:16:50 PST 2024","5","BatchId:5280528;OriginalHitTemplateId:928390909;","7200","259200","Tue Dec 24 08:16:50 PST 2024","","","3SITXWYCNYQIQBEF596GJVZ8PMIBX3","A18RI8LB9C19L6","Submitted","Wed Dec 18 23:21:59 PST 2024","Wed Dec 18 23:32:48 PST 2024","Sat Dec 21 23:32:48 PST 2024","","","","649","100% (186/186)","0% (0/0)","0% (0/0)","709","I love this set of books .","positive","I love this set of books. However, they were quite expensive and strained my budget.","Positive"
"33N1S8XHHO23WOY8ERWAMK6I8BI1Z6","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Tue Dec 17 08:16:50 PST 2024","5","BatchId:5280528;OriginalHitTemplateId:928390909;","7200","259200","Tue Dec 24 08:16:50 PST 2024","","","3PM8NZGV81X5UHG4OR36EKU7BL2QXB","AH0QEBHQJT9SR","Submitted","Tue Dec 17 09:00:54 PST 2024","Tue Dec 17 09:01:10 PST 2024","Fri Dec 20 09:01:10 PST 2024","","","","16","100% (29/29)","0% (0/0)","0% (0/0)","2137","The Rock Crawler provides a lot of good , clean , safe fun .","positive","The Rock Crawler provides a lot of good , clean , safe fun .. However, the battery doesn't last as long as I'd have wanted.","Positive"
"33N1S8XHHO23WOY8ERWAMK6I8BI1Z6","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Tue Dec 17 08:16:50 PST 2024","5","BatchId:5280528;OriginalHitTemplateId:928390909;","7200","259200","Tue Dec 24 08:16:50 PST 2024","","","3GLB5JMZF0C0JMH9UVXIQZNDPHPGDE","A357NW88SQRG10","Submitted","Wed Dec 18 20:58:27 PST 2024","Wed Dec 18 21:04:16 PST 2024","Sat Dec 21 21:04:16 PST 2024","","","","349","100% (53/53)","0% (0/0)","0% (0/0)","2137","The Rock Crawler provides a lot of good , clean , safe fun .","positive","The Rock Crawler provides a lot of good , clean , safe fun .. However, the battery doesn't last as long as I'd have wanted.","Positive"
"33N1S8XHHO23WOY8ERWAMK6I8BI1Z6","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Tue Dec 17 08:16:50 PST 2024","5","BatchId:5280528;OriginalHitTemplateId:928390909;","7200","259200","Tue Dec 24 08:16:50 PST 2024","","","30BXRYBRP7EDSOCBVWKQ3NOZBX8HWN","A18RI8LB9C19L6","Submitted","Wed Dec 18 20:52:31 PST 2024","Wed Dec 18 22:14:28 PST 2024","Sat Dec 21 22:14:28 PST 2024","","","","4917","100% (186/186)","0% (0/0)","0% (0/0)","2137","The Rock Crawler provides a lot of good , clean , safe fun .","positive","The Rock Crawler provides a lot of good , clean , safe fun .. However, the battery doesn't last as long as I'd have wanted.","Positive"
"33N1S8XHHO23WOY8ERWAMK6I8BI1Z6","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Tue Dec 17 08:16:50 PST 2024","5","BatchId:5280528;OriginalHitTemplateId:928390909;","7200","259200","Tue Dec 24 08:16:50 PST 2024","","","3I0BTBYZA0266T1FCPVTISAY0OBY06","A2QMERLPIBQLCS","Submitted","Wed Dec 18 22:36:43 PST 2024","Wed Dec 18 22:37:45 PST 2024","Sat Dec 21 22:37:45 PST 2024","","","","62","100% (293/293)","0% (0/0)","0% (0/0)","2137","The Rock Crawler provides a lot of good , clean , safe fun .","positive","The Rock Crawler provides a lot of good , clean , safe fun .. However, the battery doesn't last as long as I'd have wanted.","Negative"
"33N1S8XHHO23WOY8ERWAMK6I8BI1Z6","3OM4ARNR6PC5F68WL4B4R4TC49IODL","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Tue Dec 17 08:16:50 PST 2024","5","BatchId:5280528;OriginalHitTemplateId:928390909;","7200","259200","Tue Dec 24 08:16:50 PST 2024","","","304SM51WA6LAUUSGBZ0TKNIGA7FSBB","AD5UNXXKBIF3S","Submitted","Wed Dec 18 23:07:53 PST 2024","Wed Dec 18 23:12:41 PST 2024","Sat Dec 21 23:12:41 PST 2024","","","","288","100% (246/246)","0% (0/0)","0% (0/0)","2137","The Rock Crawler provides a lot of good , clean , safe fun .","positive","The Rock Crawler provides a lot of good , clean , safe fun .. However, the battery doesn't last as long as I'd have wanted.","Positive"
